Timestamp_ms,Label,Trial_ID,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
2778.7628173828125,Left,1,Perform,14.9727783203125,-17.1055908203125,-1.497802734375,9.79248046875,14.342529296875,-20.425537109375,-8.247314453125,7.866943359375
2780.7628173828125,Left,1,Perform,3.8028564453125,-30.8255615234375,-0.1278076171875,9.09228515625,25.322509765625,-14.3056640625,-9.937255859375,11.72705078125
2782.7628173828125,Left,1,Perform,14.182861328125,-37.615478515625,-2.5877685546875,16.6123046875,32.052490234375,-23.78564453125,-16.457275390625,12.046875
2784.7628173828125,Left,1,Perform,19.4627685546875,-24.8055419921875,2.072265625,10.032470703125,-5.077392578125,-19.525634765625,-15.197265625,9.93701171875
2786.7628173828125,Left,1,Perform,8.2327880859375,-14.685546875,2.7822265625,7.852294921875,-74.807373046875,-20.82568359375,-15.697265625,13.846923828125
2788.7628173828125,Left,1,Perform,17.5128173828125,-17.2755126953125,-6.267822265625,1.3623046875,-132.057373046875,-29.565673828125,-4.0673828125,8.596923828125
2790.7628173828125,Left,1,Perform,20.36279296875,-27.8055419921875,5.812255859375,20.032470703125,-114.0474853515625,-28.315673828125,-10.077392578125,15.427001953125
2792.7628173828125,Left,1,Perform,-0.0572509765625,-30.2755126953125,11.982177734375,7.29248046875,-22.157470703125,-31.385498046875,5.982666015625,16.116943359375
2794.7628173828125,Left,1,Perform,11.372802734375,-24.5054931640625,8.272216796875,5.782470703125,80.47265625,-23.835693359375,-5.747314453125,13.766845703125
2796.7628173828125,Left,1,Perform,12.5028076171875,-27.62548828125,5.6522216796875,12.04248046875,145.7724609375,-15.24560546875,-10.02734375,5.217041015625
2798.7628173828125,Left,1,Perform,16.9527587890625,-9.885498046875,-8.52783203125,12.8125,154.33251953125,-25.35546875,-16.147216796875,2.717041015625
2800.7628173828125,Left,1,Perform,10.312744140625,-17.20556640625,3.332275390625,6.142333984375,118.8525390625,-19.025634765625,0.502685546875,-2.052978515625
2802.7628173828125,Left,1,Perform,13.4927978515625,-23.20556640625,-1.6278076171875,17.952392578125,72.882568359375,-26.5556640625,-4.787353515625,3.626953125
2804.7628173828125,Left,1,Perform,6.7728271484375,-30.655517578125,-2.1378173828125,5.202392578125,31.0625,-28.715576171875,5.1826171875,10.596923828125
2806.7628173828125,Left,1,Perform,5.4727783203125,-17.935546875,-1.0577392578125,8.40234375,13.45263671875,-27.085693359375,-5.207275390625,14.10693359375
2808.7628173828125,Left,1,Perform,11.1728515625,-29.2955322265625,6.4422607421875,3.492431640625,25.822509765625,-17.925537109375,-5.21728515625,10.386962890625
