Timestamp_ms,Label,Trial_ID,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
2233.6742877960205,Left,1,Perform,3.7158203125,26.3245849609375,5.6700439453125,4.914794921875,-27.555419921875,-93.595947265625,-12.646484375,26.271728515625
2235.6742877960205,Left,1,Perform,17.0557861328125,36.7646484375,3.4000244140625,12.364990234375,-32.4853515625,-117.2259521484375,-16.24658203125,12.16162109375
2237.6742877960205,Left,1,Perform,6.415771484375,18.74462890625,3.4798583984375,14.10498046875,-30.975341796875,-117.8759765625,-1.816650390625,5.151611328125
2239.6742877960205,Left,1,Perform,8.90576171875,31.724609375,5.1700439453125,11.514892578125,-23.075439453125,-37.176025390625,-13.8564453125,16.641845703125
2241.6742877960205,Left,1,Perform,-3.3941650390625,22.41455078125,7.2298583984375,2.434814453125,-20.895263671875,55.553955078125,-11.396484375,18.53173828125
2243.6742877960205,Left,1,Perform,11.2657470703125,21.99462890625,-3.340087890625,-0.80517578125,-14.365234375,116.823974609375,-12.12646484375,18.941650390625
2245.6742877960205,Left,1,Perform,5.19580078125,28.3946533203125,-1.110107421875,7.164794921875,-23.0654296875,118.823974609375,-9.096435546875,17.431640625
2247.6742877960205,Left,1,Perform,3.3258056640625,28.6346435546875,7.2298583984375,2.864990234375,-17.975341796875,72.833984375,-20.03662109375,27.151611328125
2249.6742877960205,Left,1,Perform,9.48583984375,16.214599609375,1.6998291015625,13.875,-24.765380859375,24.424072265625,-1.256591796875,14.01171875
2251.6742877960205,Left,1,Perform,0.0557861328125,17.984619140625,5.0299072265625,4.19482421875,-21.375244140625,-1.785888671875,-14.2666015625,11.841796875
2253.6742877960205,Left,1,Perform,-8.9742431640625,22.8946533203125,11.2598876953125,5.164794921875,-20.25537109375,-13.005859375,-13.756591796875,12.251708984375
2255.6742877960205,Left,1,Perform,4.5557861328125,24.754638671875,3.8699951171875,-2.26513671875,-21.855224609375,3.31396484375,-12.426513671875,18.03173828125
2257.6742877960205,Left,1,Perform,12.4658203125,27.6446533203125,10.0299072265625,18.19482421875,-25.875244140625,7.654052734375,-8.236572265625,18.95166015625
2259.6742877960205,Left,1,Perform,-1.374267578125,22.49462890625,10.6600341796875,8.184814453125,-19.165283203125,-18.575927734375,-14.28662109375,20.591796875
2261.6742877960205,Left,1,Perform,7.395751953125,33.724609375,8.1300048828125,7.204833984375,-17.59521484375,-67.535888671875,-18.636474609375,20.641845703125
2263.6742877960205,Left,1,Perform,16.975830078125,16.1845703125,-2.760009765625,8.914794921875,-23.38525390625,-120.345947265625,-15.7265625,3.771728515625
2265.6742877960205,Left,1,Perform,7.19580078125,37.6046142578125,9.9498291015625,19.21484375,-27.5654296875,-113.2059326171875,-14.236572265625,14.841796875
2267.6742877960205,Left,1,Perform,13.895751953125,22.3846435546875,10.8800048828125,5.56494140625,-12.4853515625,-51.865966796875,-12.966552734375,18.431640625
2269.6742877960205,Left,1,Perform,12.4957275390625,22.5545654296875,6.4498291015625,8.244873046875,-30.645263671875,41.7041015625,-10.316650390625,21.591796875
2271.6742877960205,Left,1,Perform,5.5457763671875,28.1146240234375,3.3399658203125,-3.455078125,-18.615234375,78.654052734375,-10.556640625,15.871826171875
2273.6742877960205,Left,1,Perform,-0.044189453125,24.724609375,5.6400146484375,-0.465087890625,-16.835205078125,124.714111328125,-6.216552734375,6.95166015625
2275.6742877960205,Left,1,Perform,6.23583984375,25.4046630859375,3.4398193359375,12.625,-25.0654296875,92.47412109375,-0.446533203125,7.78173828125
